account_code,transaction_type,amount,transaction_date
1776,credit,"120,26",2020-04-25
1787,credit,"279,79",2020-04-27
1600,credit,"1471,81",2020-04-27
1576,debit,"7,31",2020-04-27
1755,credit,"839,99",2020-04-27
4663,debit,"38,64",2020-04-27
1200,debit,"7,19",2020-04-27
10027,credit,"2179,62",2020-04-27
1591,debit,"2179,62",2020-04-27
1600,credit,"45,95",2020-04-27
3103,debit,"1471,81",2020-04-27
1577,debit,"279,79",2020-04-27
90072,credit,"45,95",2020-04-27
1520,debit,"839,99",2020-04-27
1400,credit,"2179,62",2020-04-27
2660,credit,"7,19",2020-04-27
70502,credit,"1471,81",2020-04-27
1776,credit,"249,84",2020-04-28
2150,credit,0,2020-04-28
1577,debit,"32,78",2020-04-28
1600,credit,"172,89",2020-04-28
81008,debit,0,2020-04-28
1787,credit,"32,78",2020-04-28
1400,debit,"1564,42",2020-04-28
1600,debit,0,2020-04-28
8401,credit,"1314,58",2020-04-28
73028,credit,"172,89",2020-04-28
4964,debit,"172,89",2020-04-28
10027,debit,"1564,42",2020-04-28
1400,credit,"2005,77",2020-04-30
10026,credit,"2005,77",2020-04-30
8401,debit,"1845,99",2020-04-30
10151,credit,"1845,99",2020-04-30
1776,debit,"320,32",2020-04-30
8401,debit,"1685,45",2020-04-30
1400,credit,"1845,99",2020-04-30
1400,credit,"486,76",2020-05-01
1200,debit,"670,19",2020-05-01
10380,credit,"486,76",2020-05-01
2660,credit,"670,19",2020-05-01
1591,debit,"842,69",2020-05-01
10083,credit,"842,69",2020-05-01
1400,credit,"842,69",2020-05-01
8401,debit,"486,76",2020-05-01
1776,credit,"179,86",2020-05-02
1400,debit,"758,3",2020-05-02
1775,credit,"24,67",2020-05-02
8403,credit,"637,2",2020-05-02
1400,credit,"143,13",2020-05-02
10720,debit,"1126,24",2020-05-02
21003,debit,"178,88",2020-05-02
1776,credit,"121,1",2020-05-02
8400,credit,"154,21",2020-05-02
10423,debit,"758,3",2020-05-02
1400,debit,"1126,24",2020-05-02
1400,debit,"178,88",2020-05-02
10519,credit,"143,13",2020-05-02
8401,debit,"143,13",2020-05-02
8401,credit,"946,38",2020-05-02
1400,credit,"1301,89",2020-05-03
1400,debit,1784,2020-05-03
1571,debit,"92,83",2020-05-03
1000,credit,"1423,77",2020-05-03
1775,credit,"246,01",2020-05-03
10360,debit,1784,2020-05-03
8401,credit,"1537,99",2020-05-03
10509,credit,"1301,89",2020-05-03
8401,debit,"1301,89",2020-05-03
4640,debit,"1330,94",2020-05-03
3103,debit,"1906,97",2020-05-04
8401,credit,"544,94",2020-05-04
1776,debit,"209,33",2020-05-04
8401,debit,"2186,79",2020-05-04
10588,debit,"632,11",2020-05-04
8401,debit,"1101,44",2020-05-04
1400,credit,"1310,77",2020-05-04
1785,credit,"305,12",2020-05-04
1600,credit,"1906,97",2020-05-04
1775,credit,"87,17",2020-05-04
71700,credit,"1906,97",2020-05-04
10319,credit,"2186,79",2020-05-04
1400,debit,"632,11",2020-05-04
1400,credit,"2186,79",2020-05-04
1579,debit,"305,12",2020-05-04
10654,credit,"1310,77",2020-05-04
1400,debit,"180,33",2020-05-05
1400,credit,"1929,43",2020-05-05
8401,credit,"151,53",2020-05-05
8401,debit,"1621,3",2020-05-05
10375,debit,"180,33",2020-05-05
11391,credit,"1929,43",2020-05-05
1776,debit,"308,13",2020-05-05
1776,credit,"28,8",2020-05-05
81499,credit,"730,92",2020-05-06
8401,debit,"1221,69",2020-05-06
1400,credit,"1221,69",2020-05-06
10738,credit,"1221,69",2020-05-06
4152,debit,"730,92",2020-05-06
1600,credit,"730,92",2020-05-06
4149,debit,"1082,59",2020-05-07
10846,credit,"2398,71",2020-05-07
1400,credit,"2398,71",2020-05-07
1776,credit,"51,66",2020-05-07
1776,debit,"383,07",2020-05-07
10112,debit,"323,48",2020-05-07
8401,credit,"271,82",2020-05-07
1741,credit,"1082,59",2020-05-07
8401,debit,"2015,64",2020-05-07
1400,debit,"323,48",2020-05-07
8401,debit,"466,99",2020-05-08
1400,debit,"1236,82",2020-05-08
10212,credit,"1579,63",2020-05-08
1400,credit,"466,99",2020-05-08
1400,debit,0,2020-05-08
1776,credit,288,2020-05-08
11364,debit,"1236,82",2020-05-08
9000,debit,"1214,32",2020-05-08
10702,debit,0,2020-05-08
1400,debit,"775,94",2020-05-08
11230,debit,"1803,38",2020-05-08
0840,credit,"1214,32",2020-05-08
1787,debit,"18,76",2020-05-08
1400,credit,"1579,63",2020-05-08
8401,credit,0,2020-05-08
8402,credit,"1039,3",2020-05-08
1201,debit,99,2020-05-08
1776,credit,0,2020-05-08
1776,debit,"252,27",2020-05-08
1776,credit,"197,52",2020-05-08
10184,credit,"466,99",2020-05-08
8401,debit,"1327,36",2020-05-08
1577,credit,"18,76",2020-05-08
3102,credit,99,2020-05-08
8402,credit,"652,02",2020-05-08
8402,credit,"1515,38",2020-05-08
1776,credit,"123,92",2020-05-08
11439,debit,"775,94",2020-05-08
1400,debit,"1803,38",2020-05-08
1200,credit,"45,32",2020-05-09
70499,credit,"449,34",2020-05-09
1776,debit,"345,03",2020-05-09
1600,credit,"1565,13",2020-05-09
0990,debit,"345,94",2020-05-09
11380,credit,"2160,46",2020-05-09
71507,credit,"1565,13",2020-05-09
1571,debit,"102,36",2020-05-09
1776,credit,"55,25",2020-05-09
4660,debit,"1462,77",2020-05-09
8401,debit,"1815,43",2020-05-09
4390,debit,"449,34",2020-05-09
4655,debit,"45,32",2020-05-09
1600,credit,"449,34",2020-05-09
1400,credit,"2160,46",2020-05-09
8407,credit,"290,69",2020-05-09
0990,debit,"286,33",2020-05-11
1576,debit,"81,73",2020-05-11
11466,debit,"1754,41",2020-05-11
10241,credit,"2133,01",2020-05-11
1001,credit,"507,3",2020-05-11
1400,debit,"1754,41",2020-05-11
71509,credit,"14,6",2020-05-11
1787,credit,"176,75",2020-05-11
4910,debit,"12,27",2020-05-11
1600,credit,"14,6",2020-05-11
1577,debit,"176,75",2020-05-11
1600,credit,"929,76",2020-05-11
8401,debit,"1792,37",2020-05-11
1776,debit,"340,64",2020-05-11
1400,credit,"2133,01",2020-05-11
4804,debit,"929,76",2020-05-11
4142,debit,"425,57",2020-05-11
71502,credit,"929,76",2020-05-11
8401,credit,"1512,48",2020-05-11
1576,debit,"2,32",2020-05-11
1775,credit,"241,93",2020-05-11
8407,credit,"286,33",2020-05-11
71042,credit,"1014,5",2020-05-12
90074,credit,"1441,35",2020-05-12
1600,credit,"1441,35",2020-05-12
4650,debit,"1441,35",2020-05-12
4964,debit,"1014,5",2020-05-12
1600,credit,"1014,5",2020-05-12
1600,debit,"241,49",2020-05-13
1200,credit,"241,49",2020-05-13
1000,credit,0,2020-05-13
78507,debit,"241,49",2020-05-13
3731,credit,0,2020-05-13
4152,debit,0,2020-05-13
1776,credit,"363,49",2020-05-13
8404,credit,"1912,59",2020-05-13
0303,debit,"2353,09",2020-05-13
10262,debit,"2276,08",2020-05-13
1400,debit,"2276,08",2020-05-13
11019,debit,"1627,79",2020-05-13
8402,credit,"1367,83",2020-05-13
1576,debit,"295,17",2020-05-13
4985,debit,"1547,32",2020-05-13
1400,debit,"1627,79",2020-05-13
78507,debit,0,2020-05-13
1776,credit,"259,96",2020-05-13
70001,credit,"1842,49",2020-05-13
1600,debit,0,2020-05-13
1600,credit,"1842,49",2020-05-13
9000,credit,"2353,09",2020-05-13
1571,debit,"60,04",2020-05-14
1776,credit,"382,86",2020-05-14
4650,debit,"856,58",2020-05-14
1600,credit,"916,62",2020-05-14
11163,debit,"2397,38",2020-05-14
1400,debit,"2397,38",2020-05-14
90029,credit,"916,62",2020-05-14
8404,credit,"2014,52",2020-05-14
1600,credit,"1002,91",2020-05-15
4240,debit,"66,37",2020-05-15
71042,credit,"1002,91",2020-05-15
8402,debit,"647,52",2020-05-15
8408,credit,"647,52",2020-05-15
1576,debit,"12,63",2020-05-15
1776,credit,"104,05",2020-05-15
1001,credit,"2201,95",2020-05-15
8402,credit,"547,5",2020-05-15
1400,debit,"651,55",2020-05-15
1200,credit,79,2020-05-15
11155,debit,"651,55",2020-05-15
4964,debit,"1002,91",2020-05-15
1571,debit,"145,11",2020-05-15
4142,debit,"2056,84",2020-05-15
90010,credit,"2024,82",2020-05-16
1600,credit,"2024,82",2020-05-16
4925,debit,"1573,11",2020-05-16
1600,credit,"154,01",2020-05-16
4909,debit,"585,29",2020-05-16
8603,credit,"717,78",2020-05-16
4663,debit,"129,41",2020-05-16
4152,debit,"2024,82",2020-05-16
1600,credit,"428,66",2020-05-16
4910,debit,"428,66",2020-05-16
1776,credit,"136,42",2020-05-16
72000,credit,"1871,86",2020-05-16
1600,credit,"696,52",2020-05-16
0990,credit,"57,18",2020-05-16
1201,debit,"854,2",2020-05-16
1576,debit,"24,6",2020-05-16
71508,credit,"154,01",2020-05-16
1576,debit,"298,75",2020-05-16
8407,debit,"48,06",2020-05-16
1600,credit,"1871,86",2020-05-16
75030,credit,"696,52",2020-05-16
1576,debit,"111,23",2020-05-16
1776,debit,"9,12",2020-05-16
71509,credit,"428,66",2020-05-16
1776,credit,"318,45",2020-05-17
1201,debit,"1870,6",2020-05-17
1400,debit,"1994,05",2020-05-17
71508,credit,"1697,76",2020-05-17
2152,debit,"633,55",2020-05-17
1600,credit,"1697,76",2020-05-17
1576,debit,"271,05",2020-05-17
1576,debit,"302,55",2020-05-17
8401,credit,"1675,6",2020-05-17
1600,credit,"1894,51",2020-05-17
70400,credit,"1894,51",2020-05-17
4663,debit,"1426,52",2020-05-17
70523,credit,"633,55",2020-05-17
10461,debit,"1994,05",2020-05-17
1400,credit,"1870,6",2020-05-17
10569,credit,"1870,6",2020-05-17
1600,credit,"633,55",2020-05-17
4653,debit,"1591,96",2020-05-17
8404,credit,"1228,32",2020-05-18
1400,debit,"1461,76",2020-05-18
1400,credit,"190,63",2020-05-18
10414,credit,"414,67",2020-05-18
1776,debit,"30,44",2020-05-18
4668,debit,"979,69",2020-05-18
1400,debit,"1581,89",2020-05-18
4909,debit,"2021,27",2020-05-18
1776,debit,"0,81",2020-05-18
10692,credit,"1566,16",2020-05-18
10754,debit,"1128,84",2020-05-18
0990,credit,"4,85",2020-05-18
0990,debit,"414,67",2020-05-18
4970,debit,"42,32",2020-05-18
72524,credit,"2021,27",2020-05-18
1776,credit,"252,63",2020-05-18
1400,credit,"1566,16",2020-05-18
1600,credit,"979,69",2020-05-18
1400,credit,"246,45",2020-05-18
1591,debit,"246,45",2020-05-18
1776,debit,"250,12",2020-05-18
1400,debit,"1128,84",2020-05-18
8401,debit,"160,19",2020-05-18
8402,credit,"1329,26",2020-05-18
11327,debit,"1581,89",2020-05-18
1776,credit,"180,28",2020-05-18
79999,credit,"979,69",2020-05-18
10378,debit,"1461,76",2020-05-18
1776,credit,"233,44",2020-05-18
4152,debit,"1,2",2020-05-18
1000,credit,"1,2",2020-05-18
1577,debit,"384,04",2020-05-18
10097,credit,"190,63",2020-05-18
1200,credit,"42,32",2020-05-18
8408,debit,"4,04",2020-05-18
11061,credit,"381,02",2020-05-18
1400,credit,"381,02",2020-05-18
1787,credit,"384,04",2020-05-18
10238,credit,"246,45",2020-05-18
8404,credit,"948,56",2020-05-18
8338,debit,"381,02",2020-05-18
8401,debit,"1316,04",2020-05-18
1600,credit,"2021,27",2020-05-18
1400,credit,"414,67",2020-05-18
8401,credit,"289,6",2020-05-19
1200,credit,"406,48",2020-05-19
1600,debit,"221,95",2020-05-19
10352,debit,"344,64",2020-05-19
77013,debit,"221,95",2020-05-19
8407,credit,"94,75",2020-05-19
1600,debit,"406,48",2020-05-19
1200,credit,"221,95",2020-05-19
0990,debit,"112,76",2020-05-19
71505,debit,"406,48",2020-05-19
1776,credit,"18,01",2020-05-19
1776,credit,"55,04",2020-05-19
1400,debit,"344,64",2020-05-19
10187,debit,"2175,51",2020-05-20
10376,credit,"1874,63",2020-05-20
1400,credit,"1874,63",2020-05-20
1776,credit,"347,43",2020-05-20
1400,debit,"2175,51",2020-05-20
8402,credit,"1828,08",2020-05-20
8401,debit,"1874,63",2020-05-20
75500,credit,"473,66",2020-05-21
2020,credit,"1369,82",2020-05-21
1776,credit,"139,92",2020-05-21
8401,credit,"736,25",2020-05-21
3100,credit,"2333,3",2020-05-21
1600,credit,"2395,7",2020-05-21
4980,debit,"2013,59",2020-05-21
1600,debit,"1629,58",2020-05-21
1576,debit,"75,6",2020-05-21
4955,debit,"398,06",2020-05-21
1600,credit,"473,66",2020-05-21
71002,credit,"2395,7",2020-05-21
1400,debit,"876,17",2020-05-21
1576,credit,"259,76",2020-05-21
1576,debit,"382,11",2020-05-21
0304,debit,"2333,3",2020-05-21
71517,debit,"1629,58",2020-05-21
10617,debit,"876,17",2020-05-21
4804,debit,"164,02",2020-05-22
70702,credit,"164,02",2020-05-22
1600,credit,"164,02",2020-05-22
1776,credit,"331,83",2020-05-23
1776,credit,"361,83",2020-05-23
8402,credit,"1745,98",2020-05-23
8402,credit,"1903,86",2020-05-23
1600,credit,1048,2020-05-23
11177,debit,"2265,69",2020-05-23
4149,debit,"1797,4",2020-05-23
1400,debit,"2077,81",2020-05-23
10769,debit,"2077,81",2020-05-23
1594,debit,"591,06",2020-05-23
8950,credit,"591,06",2020-05-23
1400,debit,"2265,69",2020-05-23
1576,debit,"167,47",2020-05-23
4980,debit,"880,53",2020-05-23
76030,credit,1048,2020-05-23
1741,credit,"1797,4",2020-05-23
1574,debit,"15,94",2020-05-24
8402,debit,"67,61",2020-05-24
1600,credit,"83,9",2020-05-24
73539,credit,"1915,51",2020-05-24
4809,debit,"415,86",2020-05-24
4945,debit,"1609,6",2020-05-24
1576,debit,"79,03",2020-05-24
1400,credit,"80,45",2020-05-24
8401,debit,"306,05",2020-05-24
1776,debit,"12,85",2020-05-24
10773,credit,"80,45",2020-05-24
1776,credit,"213,34",2020-05-24
1774,credit,"15,94",2020-05-24
11403,credit,"355,01",2020-05-24
1600,credit,"-1847,43",2020-05-24
82506,credit,"-1847,43",2020-05-24
4964,debit,"83,9",2020-05-24
1600,credit,"1915,51",2020-05-24
8402,credit,"1122,53",2020-05-24
1400,credit,"355,01",2020-05-24
4663,debit,"193,18",2020-05-24
79074,credit,"494,89",2020-05-24
1600,credit,"494,89",2020-05-24
1600,credit,"193,18",2020-05-24
1775,debit,"48,96",2020-05-24
11290,debit,"1335,87",2020-05-24
2662,credit,"1241,15",2020-05-24
1576,debit,"305,91",2020-05-24
1209,debit,"1241,15",2020-05-24
1400,debit,"1335,87",2020-05-24
77513,credit,"83,9",2020-05-24
4964,debit,"-1847,43",2020-05-24
90041,credit,"193,18",2020-05-24
1576,debit,"22,56",2020-05-25
4945,debit,"15,91",2020-05-25
1400,debit,"1309,39",2020-05-25
1600,credit,"15,91",2020-05-25
1400,debit,"2110,25",2020-05-25
1600,credit,"-1162,82",2020-05-25
8401,credit,"134,52",2020-05-25
4964,debit,"-1162,82",2020-05-25
1600,credit,"141,24",2020-05-25
8401,credit,"1100,28",2020-05-25
1400,debit,"160,08",2020-05-25
0480,debit,"118,68",2020-05-25
1776,credit,"130,92",2020-05-25
76030,credit,"141,24",2020-05-25
8402,credit,"688,85",2020-05-25
70016,credit,"-1162,82",2020-05-25
8401,credit,"2110,25",2020-05-25
10644,debit,"2110,25",2020-05-25
10197,debit,"160,08",2020-05-25
10799,debit,"1309,39",2020-05-25
1776,credit,"209,11",2020-05-25
11175,debit,"819,77",2020-05-25
90021,credit,"15,91",2020-05-25
1776,credit,"25,56",2020-05-25
1400,debit,"819,77",2020-05-25
1400,debit,"89,13",2020-05-26
1776,credit,"374,07",2020-05-26
1591,debit,"78,66",2020-05-26
1400,debit,"2342,36",2020-05-26
75519,credit,"1,64",2020-05-26
1360,credit,"2496,58",2020-05-26
1200,debit,"2496,58",2020-05-26
1400,debit,"1227,13",2020-05-26
2150,debit,"1,64",2020-05-26
10064,debit,"89,13",2020-05-26
1755,credit,"102,69",2020-05-26
1600,credit,"1,64",2020-05-26
1776,credit,"195,97",2020-05-26
4175,debit,"102,69",2020-05-26
10124,credit,"78,66",2020-05-26
8401,credit,"1031,16",2020-05-26
1400,credit,"78,66",2020-05-26
1776,credit,"14,23",2020-05-26
10554,debit,"2342,36",2020-05-26
10484,debit,"1227,13",2020-05-26
8401,credit,"1968,29",2020-05-26
8401,credit,"74,9",2020-05-26
1776,credit,"60,84",2020-05-28
1776,debit,"264,44",2020-05-28
1600,credit,"985,61",2020-05-28
4807,debit,"985,61",2020-05-28
8401,debit,"1391,43",2020-05-28
1577,debit,"-339,67",2020-05-28
1600,credit,"-1787,73",2020-05-28
11304,credit,"1655,87",2020-05-28
8401,credit,"320,14",2020-05-28
1787,credit,"-339,67",2020-05-28
1400,debit,"380,98",2020-05-28
10061,debit,"380,98",2020-05-28
1400,credit,"1655,87",2020-05-28
80000,credit,"-1787,73",2020-05-28
4964,debit,"-1787,73",2020-05-28
70001,credit,"985,61",2020-05-28
8401,credit,"1401,74",2020-05-29
10281,credit,"350,51",2020-05-29
8401,credit,"1584,77",2020-05-29
11392,debit,"1668,14",2020-05-29
1400,debit,"1668,14",2020-05-29
10655,debit,"1438,4",2020-05-29
8403,credit,"1240,04",2020-05-29
8406,debit,"294,53",2020-05-29
1400,debit,"1438,4",2020-05-29
1400,debit,"1885,96",2020-05-29
1775,credit,"198,36",2020-05-29
1400,credit,"350,51",2020-05-29
1776,debit,"55,98",2020-05-29
10411,debit,"1885,96",2020-05-29
1776,credit,"266,4",2020-05-29
1776,credit,"301,19",2020-05-29
1400,debit,"486,49",2020-05-30
0990,debit,"1863,59",2020-05-30
8403,debit,"0,16",2020-05-30
11309,debit,"486,49",2020-05-30
1776,debit,"0,03",2020-05-30
1400,credit,"0,2",2020-05-30
1776,credit,"77,69",2020-05-30
1776,credit,"297,62",2020-05-30
80005,debit,"907,75",2020-05-30
1202,credit,"146,23",2020-05-30
8402,credit,"408,8",2020-05-30
10638,credit,"0,2",2020-05-30
8407,credit,"1565,97",2020-05-30
1600,debit,"907,75",2020-05-30
1200,credit,"907,75",2020-05-30
1360,debit,"146,23",2020-05-30
8401,credit,"550,5",2020-05-31
1200,credit,"1564,58",2020-05-31
75526,debit,"1564,58",2020-05-31
1600,credit,"658,58",2020-05-31
10430,debit,"619,26",2020-05-31
1775,credit,"88,06",2020-05-31
2150,debit,"658,58",2020-05-31
1400,debit,"638,56",2020-05-31
10309,debit,"638,56",2020-05-31
1600,debit,"1564,58",2020-05-31
1776,credit,"98,88",2020-05-31
80005,credit,"658,58",2020-05-31
8401,credit,"520,38",2020-05-31
1400,debit,"619,26",2020-05-31
4964,debit,"231,45",2020-06-01
10747,debit,"2289,59",2020-06-01
4964,debit,"1075,05",2020-06-01
76499,credit,"1279,37",2020-06-01
1776,credit,"365,65",2020-06-01
1577,debit,"43,98",2020-06-01
1576,debit,"204,32",2020-06-01
10127,credit,"68,69",2020-06-01
1755,credit,"1770,47",2020-06-01
4655,debit,"115,4",2020-06-01
1400,credit,"68,69",2020-06-01
1591,debit,"68,69",2020-06-01
1787,credit,"43,98",2020-06-01
4107,debit,"1770,47",2020-06-01
70017,credit,"231,45",2020-06-01
1600,credit,"1279,37",2020-06-01
1600,credit,"231,45",2020-06-01
1201,credit,"115,4",2020-06-01
8401,credit,"1923,94",2020-06-01
1400,debit,"2289,59",2020-06-01
1001,credit,"211,41",2020-06-02
1576,debit,"33,59",2020-06-02
1400,debit,"1818,64",2020-06-02
4143,debit,"177,82",2020-06-02
1776,credit,"290,44",2020-06-02
10653,debit,"1818,64",2020-06-02
8401,credit,"1528,2",2020-06-02
90071,debit,"516,37",2020-06-03
1400,debit,"2048,28",2020-06-03
10592,debit,"1261,6",2020-06-03
8408,debit,"893,56",2020-06-03
0990,credit,"1062,7",2020-06-03
1600,debit,"1381,93",2020-06-03
8401,credit,"1721,17",2020-06-03
1400,debit,"1261,6",2020-06-03
1600,debit,"516,37",2020-06-03
8401,credit,"1060,12",2020-06-03
1590,credit,"1931,55",2020-06-03
11203,debit,"2048,28",2020-06-03
1200,credit,"516,37",2020-06-03
72526,debit,"1381,93",2020-06-03
1200,credit,"1381,93",2020-06-03
1776,credit,"201,48",2020-06-03
1776,debit,"169,15",2020-06-03
1776,credit,"327,11",2020-06-03
4663,debit,"1931,55",2020-06-03
70001,debit,"1162,61",2020-06-04
1200,credit,"1162,61",2020-06-04
8408,debit,"798,48",2020-06-04
1600,debit,"1162,61",2020-06-04
0990,credit,"950,43",2020-06-04
1776,debit,"151,84",2020-06-04
1787,credit,"101,7",2020-06-05
1600,credit,"535,28",2020-06-05
4663,debit,"1309,17",2020-06-05
4964,debit,"535,28",2020-06-05
1576,debit,249,2020-06-05
72526,credit,"1558,17",2020-06-05
1600,credit,"1558,17",2020-06-05
79527,credit,"535,28",2020-06-05
1577,debit,"101,7",2020-06-05
1600,debit,"2439,62",2020-06-06
72527,debit,"2439,62",2020-06-06
8401,credit,"649,89",2020-06-06
10521,debit,"2370,98",2020-06-06
1400,debit,"753,84",2020-06-06
8401,credit,"1992,33",2020-06-06
1775,credit,"103,95",2020-06-06
1776,credit,"378,65",2020-06-06
1400,debit,"765,8",2020-06-06
1776,credit,"122,23",2020-06-06
11310,debit,"765,8",2020-06-06
1400,debit,"2370,98",2020-06-06
10691,debit,"753,84",2020-06-06
1201,credit,"2439,62",2020-06-06
8401,credit,"643,33",2020-06-06
1776,debit,"154,62",2020-06-07
8401,debit,"813,59",2020-06-07
8401,credit,"1787,37",2020-06-07
1400,debit,"2127,06",2020-06-07
10292,credit,"968,21",2020-06-07
1776,credit,"339,69",2020-06-07
11105,debit,"2127,06",2020-06-07
1400,credit,"968,21",2020-06-07
1775,credit,"220,9",2020-06-08
0990,debit,"1968,35",2020-06-08
8401,credit,"1381,02",2020-06-08
1576,debit,"264,46",2020-06-08
71525,debit,"1462,48",2020-06-08
1600,credit,"1656,01",2020-06-08
8407,credit,1654,2020-06-08
1400,debit,"1601,92",2020-06-08
1776,credit,"314,35",2020-06-08
70006,credit,"1656,01",2020-06-08
11120,debit,"1601,92",2020-06-08
4985,debit,"1391,55",2020-06-08
1200,credit,"27,82",2020-06-08
1200,credit,"1462,48",2020-06-08
1600,debit,"1462,48",2020-06-08
4970,debit,"27,82",2020-06-08
1576,credit,"-218,58",2020-06-09
8402,credit,"1610,36",2020-06-09
4930,credit,"-1152,71",2020-06-09
8401,credit,"696,7",2020-06-09
1400,debit,"829,11",2020-06-09
76024,credit,"2450,82",2020-06-09
70001,debit,"-1371,29",2020-06-09
1776,credit,"306,05",2020-06-09
1400,debit,"1916,41",2020-06-09
2020,debit,"2059,42",2020-06-09
11097,debit,"1916,41",2020-06-09
1576,debit,"391,4",2020-06-09
1600,credit,"2450,82",2020-06-09
1600,debit,"-1371,29",2020-06-09
10036,debit,"829,11",2020-06-09
1776,credit,"132,41",2020-06-09
1776,debit,"192,86",2020-06-10
1576,debit,"223,18",2020-06-10
1400,credit,"1207,62",2020-06-10
70055,credit,"315,26",2020-06-10
3101,credit,"1211,16",2020-06-10
4653,debit,"1178,73",2020-06-10
1001,credit,"1401,91",2020-06-10
1600,credit,"315,26",2020-06-10
10412,credit,"1207,62",2020-06-10
8401,debit,"1014,76",2020-06-10
1576,debit,"50,38",2020-06-10
4950,debit,"1211,16",2020-06-10
4950,debit,265,2020-06-10
8407,debit,"822,78",2020-06-11
4921,debit,"866,84",2020-06-11
1576,debit,"165,11",2020-06-11
4655,debit,"1414,19",2020-06-11
1776,debit,"155,84",2020-06-11
1200,credit,"1414,19",2020-06-11
0990,credit,"978,62",2020-06-11
1600,credit,"1031,95",2020-06-11
70405,credit,"1031,95",2020-06-11
10494,debit,"588,6",2020-06-12
1776,credit,"94,05",2020-06-12
10113,credit,"2477,53",2020-06-12
1400,debit,"588,6",2020-06-12
8401,debit,"2081,87",2020-06-12
8402,credit,"166,46",2020-06-12
1776,credit,"31,64",2020-06-12
8401,debit,"2248,85",2020-06-12
1200,credit,"1578,01",2020-06-12
71999,debit,"1578,01",2020-06-12
8404,credit,"494,71",2020-06-12
11290,debit,"198,09",2020-06-12
1400,debit,"198,09",2020-06-12
1400,credit,"2477,53",2020-06-12
1600,debit,"1578,01",2020-06-12
1400,credit,"2248,85",2020-06-12
1776,debit,"395,66",2020-06-12
10683,credit,"2248,85",2020-06-12
1400,credit,"88,19",2020-06-13
1600,credit,"13,01",2020-06-13
80511,credit,"13,01",2020-06-13
4920,debit,"10,93",2020-06-13
79037,credit,"-130,61",2020-06-13
1787,credit,"-24,82",2020-06-13
1600,credit,"-130,61",2020-06-13
4780,debit,"-130,61",2020-06-13
1577,debit,"-24,82",2020-06-13
1201,debit,"88,19",2020-06-13
1576,debit,"2,08",2020-06-13
11108,credit,"88,19",2020-06-13
1400,debit,"218,33",2020-06-14
70999,credit,"2295,07",2020-06-14
1600,credit,"190,64",2020-06-14
71200,credit,"190,64",2020-06-14
1776,debit,"92,95",2020-06-14
10216,debit,"218,33",2020-06-14
3101,debit,"190,64",2020-06-14
0990,credit,"581,8",2020-06-14
4152,debit,"2295,07",2020-06-14
1776,credit,"34,87",2020-06-14
8407,debit,"488,62",2020-06-14
8403,credit,"183,46",2020-06-14
1600,credit,"2295,07",2020-06-14
1201,debit,"412,31",2020-06-15
80005,credit,"31,67",2020-06-15
4663,debit,"31,67",2020-06-15
1400,credit,"412,31",2020-06-15
10000,credit,"412,31",2020-06-15
1600,credit,"31,67",2020-06-15
8401,credit,"500,53",2020-06-16
72431,credit,0,2020-06-16
1775,credit,"24,42",2020-06-16
1400,debit,"595,66",2020-06-16
1200,debit,"176,97",2020-06-16
9000,credit,"990,91",2020-06-16
1200,credit,"0,48",2020-06-16
78512,debit,"1395,63",2020-06-16
1776,credit,"95,13",2020-06-16
1600,debit,"1395,63",2020-06-16
2150,debit,"0,48",2020-06-16
8603,credit,"152,54",2020-06-16
1201,debit,"990,91",2020-06-16
1600,credit,0,2020-06-16
10185,debit,"595,66",2020-06-16
1200,credit,"1395,63",2020-06-16
4152,debit,0,2020-06-16
10256,credit,"5,15",2020-06-17
4663,debit,"44,47",2020-06-17
1591,debit,"1571,27",2020-06-17
8401,credit,"660,99",2020-06-17
0990,credit,"473,09",2020-06-17
3104,debit,"1288,61",2020-06-17
1776,credit,"125,62",2020-06-17
4240,debit,"6,57",2020-06-17
1571,debit,"3,14",2020-06-17
4152,debit,"423,04",2020-06-17
1576,debit,"1,29",2020-06-17
1776,debit,"75,7",2020-06-17
8407,debit,"397,4",2020-06-17
1776,debit,"0,82",2020-06-17
70001,debit,"1270,05",2020-06-17
8401,debit,"4,33",2020-06-17
1200,credit,"7,73",2020-06-17
70536,credit,"47,61",2020-06-17
1400,credit,"5,15",2020-06-17
3103,credit,"1288,61",2020-06-17
10365,debit,"786,61",2020-06-17
1400,debit,"786,61",2020-06-17
1200,credit,"1270,05",2020-06-17
1600,credit,"423,04",2020-06-17
70535,credit,"423,04",2020-06-17
1600,debit,"1270,05",2020-06-17
1400,credit,"1571,27",2020-06-17
10134,credit,"1571,27",2020-06-17
1600,credit,"47,61",2020-06-17
10424,debit,"13,74",2020-06-18
4102,debit,"1784,31",2020-06-18
8401,debit,"231,45",2020-06-18
1591,debit,"1262,5",2020-06-18
1400,debit,"1635,7",2020-06-18
11257,debit,"1635,7",2020-06-18
1400,debit,"13,74",2020-06-18
8402,credit,"1374,48",2020-06-18
8402,credit,"345,88",2020-06-18
79061,credit,"148,34",2020-06-18
8401,credit,"11,42",2020-06-18
1776,credit,"65,74",2020-06-18
10109,debit,"411,62",2020-06-18
1776,credit,"261,22",2020-06-18
1776,debit,"43,99",2020-06-18
10857,credit,"860,26",2020-06-18
4920,debit,"124,61",2020-06-18
1776,credit,"2,14",2020-06-18
